stimulus_id,rater_id,role,collab_mode,aesthetic_regime,infrastructure_cue,creativity,originality,authenticity,cultural_value,legitimacy,justification,condition_id,domain,fictional_brand_name,product_category,stimulus_text
C06_S03,R00330,CreativeDirector,HumanOnly,DatasetBiased,AIDisclosed,4,4,3,4,3,The positioning is reasonably coherent for the category. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Brioly,Eco laundry detergent,"Brioly is designed for people who see eco laundry detergent not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Brioly: Made for how you actually live."
C06_S04,R00331,Consumer,HumanOnly,DatasetBiased,AIDisclosed,5,4,4,4,5,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Kivoti Studio,Eco laundry detergent,"Kivoti Studio is designed for people who see eco laundry detergent not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
crafted with deliberate word choice and a confident human voice, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti Studio: Made for how you actually live."
C06_S04,R00332,Consumer,HumanOnly,DatasetBiased,AIDisclosed,5,3,4,3,5,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Kivoti Studio,Eco laundry detergent,"Kivoti Studio is designed for people who see eco laundry detergent not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
crafted with deliberate word choice and a confident human voice, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti Studio: Made for how you actually live."
C06_S04,R00333,Consumer,HumanOnly,DatasetBiased,AIDisclosed,4,5,4,4,4,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Kivoti Studio,Eco laundry detergent,"Kivoti Studio is designed for people who see eco laundry detergent not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
crafted with deliberate word choice and a confident human voice, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti Studio: Made for how you actually live."
C06_S04,R00334,CreativeDirector,HumanOnly,DatasetBiased,AIDisclosed,3,3,5,4,4,The positioning is reasonably coherent for the category. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Kivoti Studio,Eco laundry detergent,"Kivoti Studio is designed for people who see eco laundry detergent not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
crafted with deliberate word choice and a confident human voice, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti Studio: Made for how you actually live."
C06_S04,R00335,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,4,3,4,3,5,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Kivoti Studio,Eco laundry detergent,"Kivoti Studio is designed for people who see eco laundry detergent not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
crafted with deliberate word choice and a confident human voice, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti Studio: Made for how you actually live."
C06_S04,R00336,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,4,2,4,3,4,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Kivoti Studio,Eco laundry detergent,"Kivoti Studio is designed for people who see eco laundry detergent not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
crafted with deliberate word choice and a confident human voice, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti Studio: Made for how you actually live."
C06_S04,R00337,Consumer,HumanOnly,DatasetBiased,AIDisclosed,5,7,4,4,5,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Kivoti Studio,Eco laundry detergent,"Kivoti Studio is designed for people who see eco laundry detergent not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
crafted with deliberate word choice and a confident human voice, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti Studio: Made for how you actually live."
C06_S04,R00338,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,4,4,5,4,4,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Kivoti Studio,Eco laundry detergent,"Kivoti Studio is designed for people who see eco laundry detergent not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
crafted with deliberate word choice and a confident human voice, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti Studio: Made for how you actually live."
C06_S04,R00339,Consumer,HumanOnly,DatasetBiased,AIDisclosed,6,4,4,5,4,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Kivoti Studio,Eco laundry detergent,"Kivoti Studio is designed for people who see eco laundry detergent not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
crafted with deliberate word choice and a confident human voice, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti Studio: Made for how you actually live."
C06_S04,R00340,Consumer,HumanOnly,DatasetBiased,AIDisclosed,4,5,3,5,4,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Kivoti Studio,Eco laundry detergent,"Kivoti Studio is designed for people who see eco laundry detergent not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
crafted with deliberate word choice and a confident human voice, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti Studio: Made for how you actually live."
C06_S05,R00341,CreativeDirector,HumanOnly,DatasetBiased,AIDisclosed,5,3,4,4,5,The positioning is reasonably coherent for the category. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Puraxo,Electric scooter,"Puraxo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Puraxo: Made for how you actually live."
C06_S05,R00342,Consumer,HumanOnly,DatasetBiased,AIDisclosed,3,3,3,2,6,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Puraxo,Electric scooter,"Puraxo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Puraxo: Made for how you actually live."
C06_S05,R00343,Consumer,HumanOnly,DatasetBiased,AIDisclosed,4,5,4,4,6,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Puraxo,Electric scooter,"Puraxo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Puraxo: Made for how you actually live."
C06_S05,R00344,Consumer,HumanOnly,DatasetBiased,AIDisclosed,5,4,5,3,7,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Puraxo,Electric scooter,"Puraxo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Puraxo: Made for how you actually live."
C06_S05,R00345,Consumer,HumanOnly,DatasetBiased,AIDisclosed,3,3,4,4,4,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Puraxo,Electric scooter,"Puraxo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Puraxo: Made for how you actually live."
C06_S05,R00346,CreativeDirector,HumanOnly,DatasetBiased,AIDisclosed,4,3,4,4,4,The positioning is reasonably coherent for the category. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Puraxo,Electric scooter,"Puraxo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Puraxo: Made for how you actually live."
C06_S05,R00347,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,4,3,3,4,6,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Puraxo,Electric scooter,"Puraxo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Puraxo: Made for how you actually live."
C06_S05,R00348,Consumer,HumanOnly,DatasetBiased,AIDisclosed,5,4,5,5,4,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Puraxo,Electric scooter,"Puraxo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Puraxo: Made for how you actually live."
C06_S05,R00349,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,4,3,3,4,5,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Puraxo,Electric scooter,"Puraxo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Puraxo: Made for how you actually live."
C06_S05,R00350,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,5,5,4,4,5,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Puraxo,Electric scooter,"Puraxo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Puraxo: Made for how you actually live."
C06_S06,R00351,CreativeDirector,HumanOnly,DatasetBiased,AIDisclosed,4,4,5,3,6,The positioning is reasonably coherent for the category. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Korazo,Electric scooter,"Korazo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korazo: Made for how you actually live."
C06_S06,R00352,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,4,2,5,4,6,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Korazo,Electric scooter,"Korazo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korazo: Made for how you actually live."
C06_S06,R00353,CreativeDirector,HumanOnly,DatasetBiased,AIDisclosed,3,3,4,4,4,The positioning is reasonably coherent for the category. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Korazo,Electric scooter,"Korazo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korazo: Made for how you actually live."
C06_S06,R00354,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,5,5,3,3,4,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Korazo,Electric scooter,"Korazo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korazo: Made for how you actually live."
C06_S06,R00355,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,5,4,4,5,5,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Korazo,Electric scooter,"Korazo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korazo: Made for how you actually live."
C06_S06,R00356,CreativeDirector,HumanOnly,DatasetBiased,AIDisclosed,4,4,6,3,5,The positioning is reasonably coherent for the category. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Korazo,Electric scooter,"Korazo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korazo: Made for how you actually live."
C06_S06,R00357,Consumer,HumanOnly,DatasetBiased,AIDisclosed,6,4,5,5,5,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Korazo,Electric scooter,"Korazo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korazo: Made for how you actually live."
C06_S06,R00358,Consumer,HumanOnly,DatasetBiased,AIDisclosed,5,4,4,3,3,It feels clear and easy to connect with. Some default assumptions make it feel more generic and less authentic.,C06,AdCopy,Korazo,Electric scooter,"Korazo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korazo: Made for how you actually live."
C06_S06,R00359,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,4,4,2,4,4,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Korazo,Electric scooter,"Korazo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korazo: Made for how you actually live."
C06_S06,R00360,ArtCritic,HumanOnly,DatasetBiased,AIDisclosed,4,3,3,2,5,"The copy signals a particular cultural stance, though it varies in depth. Some default assumptions make it feel more generic and less authentic.",C06,AdCopy,Korazo,Electric scooter,"Korazo is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels crafted
with deliberate word choice and a confident human voice, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korazo: Made for how you actually live."
C07_S01,R00361,Consumer,AIOnly,MainstreamCanon,NoDisclosure,4,4,4,4,4,"It feels clear and easy to connect with. It follows familiar conventions, which helps clarity but limits surprise.",C07,AdCopy,Firaly,Smart home device,"Firaly is designed for people who see smart home device not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Firaly: Made for how you actually live."
C07_S01,R00362,Consumer,AIOnly,MainstreamCanon,NoDisclosure,5,4,4,5,3,"It feels clear and easy to connect with. It follows familiar conventions, which helps clarity but limits surprise.",C07,AdCopy,Firaly,Smart home device,"Firaly is designed for people who see smart home device not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Firaly: Made for how you actually live."
C07_S01,R00363,Consumer,AIOnly,MainstreamCanon,NoDisclosure,4,3,5,4,3,"It feels clear and easy to connect with. It follows familiar conventions, which helps clarity but limits surprise.",C07,AdCopy,Firaly,Smart home device,"Firaly is designed for people who see smart home device not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Firaly: Made for how you actually live."
C07_S01,R00364,Consumer,AIOnly,MainstreamCanon,NoDisclosure,5,6,4,6,4,"It feels clear and easy to connect with. It follows familiar conventions, which helps clarity but limits surprise.",C07,AdCopy,Firaly,Smart home device,"Firaly is designed for people who see smart home device not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Firaly: Made for how you actually live."
C07_S01,R00365,Consumer,AIOnly,MainstreamCanon,NoDisclosure,6,3,5,5,4,"It feels clear and easy to connect with. It follows familiar conventions, which helps clarity but limits surprise.",C07,AdCopy,Firaly,Smart home device,"Firaly is designed for people who see smart home device not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Firaly: Made for how you actually live."
C07_S01,R00366,CreativeDirector,AIOnly,MainstreamCanon,NoDisclosure,4,4,3,5,3,"The positioning is reasonably coherent for the category. It follows familiar conventions, which helps clarity but limits surprise.",C07,AdCopy,Firaly,Smart home device,"Firaly is designed for people who see smart home device not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Firaly: Made for how you actually live."
C07_S01,R00367,ArtCritic,AIOnly,MainstreamCanon,NoDisclosure,3,5,5,3,3,"The copy signals a particular cultural stance, though it varies in depth. It follows familiar conventions, which helps clarity but limits surprise.",C07,AdCopy,Firaly,Smart home device,"Firaly is designed for people who see smart home device not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Firaly: Made for how you actually live."
