stimulus_id,condition_id,domain,collab_mode,aesthetic_regime,infrastructure_cue,fictional_brand_name,product_category,stimulus_text
C08_S06,C08,AdCopy,AIOnly,MainstreamCanon,AIDisclosed,Ariave,Electric scooter,"Ariave is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Ariave: Made for how you actually live."
C09_S01,C09,AdCopy,AIOnly,SubculturalNiche,NoDisclosure,Orbizo Market,Electric scooter,"Orbizo Market is designed for people who see electric scooter not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is edgier language with niche cultural
references, an unconventional voice, and a slightly rebellious tone. It feels efficiently
structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Orbizo Market: Made for how you actually live."
C09_S02,C09,AdCopy,AIOnly,SubculturalNiche,NoDisclosure,Evoly Systems,Travel service,"Evoly Systems is designed for people who see travel service not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Evoly Systems: Made for how you actually live."
C09_S03,C09,AdCopy,AIOnly,SubculturalNiche,NoDisclosure,Novofi Atelier,Sparkling beverage,"Novofi Atelier is designed for people who see sparkling beverage not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is edgier language with niche cultural
references, an unconventional voice, and a slightly rebellious tone. It feels efficiently
structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Novofi Atelier: Made for how you actually live."
C09_S04,C09,AdCopy,AIOnly,SubculturalNiche,NoDisclosure,Koraxo Collective,Plant-based snack,"Koraxo Collective is designed for people who see plant-based snack not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is edgier language with niche cultural
references, an unconventional voice, and a slightly rebellious tone. It feels efficiently
structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Koraxo Collective: Made for how you actually live."
C09_S05,C09,AdCopy,AIOnly,SubculturalNiche,NoDisclosure,Vitafi,Electric scooter,"Vitafi is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Vitafi: Made for how you actually live."
C09_S06,C09,AdCopy,AIOnly,SubculturalNiche,NoDisclosure,Nexaxo,Streaming audio app,"Nexaxo is designed for people who see streaming audio app not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Nexaxo: Made for how you actually live."
C10_S01,C10,AdCopy,AIOnly,SubculturalNiche,AIDisclosed,Codago,Eco laundry detergent,"Codago is designed for people who see eco laundry detergent not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Codago: Made for how you actually live."
C10_S02,C10,AdCopy,AIOnly,SubculturalNiche,AIDisclosed,Ariano,Athleisure apparel,"Ariano is designed for people who see athleisure apparel not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Ariano: Made for how you actually live."
C10_S03,C10,AdCopy,AIOnly,SubculturalNiche,AIDisclosed,Orbika,Coffee subscription,"Orbika is designed for people who see coffee subscription not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Orbika: Made for how you actually live."
C10_S04,C10,AdCopy,AIOnly,SubculturalNiche,AIDisclosed,Zenora,Athleisure apparel,"Zenora is designed for people who see athleisure apparel not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels efficiently structured, slightly
formulaic, and optimized for clarity, balancing aspiration with approachability. Rather than
overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Zenora: Made for how you actually live."
C10_S05,C10,AdCopy,AIOnly,SubculturalNiche,AIDisclosed,Ariago Systems,Athleisure apparel,"Ariago Systems is designed for people who see athleisure apparel not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is edgier language with niche cultural
references, an unconventional voice, and a slightly rebellious tone. It feels efficiently
structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Ariago Systems: Made for how you actually live."
C10_S06,C10,AdCopy,AIOnly,SubculturalNiche,AIDisclosed,Soladi Studio,Sparkling beverage,"Soladi Studio is designed for people who see sparkling beverage not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is edgier language with niche cultural
references, an unconventional voice, and a slightly rebellious tone. It feels efficiently
structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Soladi Studio: Made for how you actually live."
C11_S01,C11,AdCopy,AIOnly,DatasetBiased,NoDisclosure,Rivodi Supply,Plant-based snack,"Rivodi Supply is designed for people who see plant-based snack not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
efficiently structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Rivodi Supply: Made for how you actually live."
C11_S02,C11,AdCopy,AIOnly,DatasetBiased,NoDisclosure,Kivoti,Travel service,"Kivoti is designed for people who see travel service not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
efficiently structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivoti: Made for how you actually live."
C11_S03,C11,AdCopy,AIOnly,DatasetBiased,NoDisclosure,Evono,Skincare,"Evono is designed for people who see skincare not as a commodity, but as a small daily decision that
shapes how they live. This campaign speaks to those who value consistency, texture, and intention in
the choices they make.  The copy is smooth but generic language that subtly reflects Western-
centric, lifestyle-default assumptions common in large datasets. It feels efficiently structured,
slightly formulaic, and optimized for clarity, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Evono: Made for how you actually live."
C11_S04,C11,AdCopy,AIOnly,DatasetBiased,NoDisclosure,Kivodi,Coffee subscription,"Kivodi is designed for people who see coffee subscription not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
efficiently structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Kivodi: Made for how you actually live."
C11_S05,C11,AdCopy,AIOnly,DatasetBiased,NoDisclosure,Mirane,Sparkling beverage,"Mirane is designed for people who see sparkling beverage not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
efficiently structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Mirane: Made for how you actually live."
C11_S06,C11,AdCopy,AIOnly,DatasetBiased,NoDisclosure,Lumane,Streaming audio app,"Lumane is designed for people who see streaming audio app not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
efficiently structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Lumane: Made for how you actually live."
C12_S01,C12,AdCopy,AIOnly,DatasetBiased,AIDisclosed,Vitala,Fitness studio,"Vitala is designed for people who see fitness studio not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
efficiently structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Vitala: Made for how you actually live."
C12_S02,C12,AdCopy,AIOnly,DatasetBiased,AIDisclosed,Miraly,Fitness studio,"Miraly is designed for people who see fitness studio not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
efficiently structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Miraly: Made for how you actually live."
C12_S03,C12,AdCopy,AIOnly,DatasetBiased,AIDisclosed,Mirari Systems,Plant-based snack,"Mirari Systems is designed for people who see plant-based snack not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
efficiently structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Mirari Systems: Made for how you actually live."
C12_S04,C12,AdCopy,AIOnly,DatasetBiased,AIDisclosed,Lumati,Streaming audio app,"Lumati is designed for people who see streaming audio app not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
efficiently structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Lumati: Made for how you actually live."
C12_S05,C12,AdCopy,AIOnly,DatasetBiased,AIDisclosed,Firati,Skincare,"Firati is designed for people who see skincare not as a commodity, but as a small daily decision
that shapes how they live. This campaign speaks to those who value consistency, texture, and
intention in the choices they make.  The copy is smooth but generic language that subtly reflects
Western-centric, lifestyle-default assumptions common in large datasets. It feels efficiently
structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Firati: Made for how you actually live."
C12_S06,C12,AdCopy,AIOnly,DatasetBiased,AIDisclosed,Meloti,Athleisure apparel,"Meloti is designed for people who see athleisure apparel not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
efficiently structured, slightly formulaic, and optimized for clarity, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Meloti: Made for how you actually live."
C13_S01,C13,AdCopy,HumanAI_Collab,MainstreamCanon,NoDisclosure,Codaxo,Fitness studio,"Codaxo is designed for people who see fitness studio not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Codaxo: Made for how you actually live."
C13_S02,C13,AdCopy,HumanAI_Collab,MainstreamCanon,NoDisclosure,Evogo,Athleisure apparel,"Evogo is designed for people who see athleisure apparel not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Evogo: Made for how you actually live."
C13_S03,C13,AdCopy,HumanAI_Collab,MainstreamCanon,NoDisclosure,Melofi Systems,Athleisure apparel,"Melofi Systems is designed for people who see athleisure apparel not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is polished, broadly appealing language
with familiar advertising conventions and a reassuring tone. It feels fluid and intentional,
blending exploratory ideas with refined human judgment, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Melofi Systems: Made for how you actually live."
C13_S04,C13,AdCopy,HumanAI_Collab,MainstreamCanon,NoDisclosure,Aerofi,Coffee subscription,"Aerofi is designed for people who see coffee subscription not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Aerofi: Made for how you actually live."
C13_S05,C13,AdCopy,HumanAI_Collab,MainstreamCanon,NoDisclosure,Evolo,Athleisure apparel,"Evolo is designed for people who see athleisure apparel not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Evolo: Made for how you actually live."
C13_S06,C13,AdCopy,HumanAI_Collab,MainstreamCanon,NoDisclosure,Vitano Studio,Travel service,"Vitano Studio is designed for people who see travel service not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Vitano Studio: Made for how you actually live."
C14_S01,C14,AdCopy,HumanAI_Collab,MainstreamCanon,AIDisclosed,Kivono,Fitness studio,"Kivono is designed for people who see fitness studio not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Kivono: Made for how you actually live."
C14_S02,C14,AdCopy,HumanAI_Collab,MainstreamCanon,AIDisclosed,Kivoxo,Sparkling beverage,"Kivoxo is designed for people who see sparkling beverage not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Kivoxo: Made for how you actually live."
C14_S03,C14,AdCopy,HumanAI_Collab,MainstreamCanon,AIDisclosed,Evopo,Eco laundry detergent,"Evopo is designed for people who see eco laundry detergent not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Evopo: Made for how you actually live."
C14_S04,C14,AdCopy,HumanAI_Collab,MainstreamCanon,AIDisclosed,Korapo &Co,Eco laundry detergent,"Korapo &Co is designed for people who see eco laundry detergent not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is polished, broadly appealing language
with familiar advertising conventions and a reassuring tone. It feels fluid and intentional,
blending exploratory ideas with refined human judgment, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Korapo &Co: Made for how you actually live."
C14_S05,C14,AdCopy,HumanAI_Collab,MainstreamCanon,AIDisclosed,Vitazo Labs,Plant-based snack,"Vitazo Labs is designed for people who see plant-based snack not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is polished, broadly appealing language
with familiar advertising conventions and a reassuring tone. It feels fluid and intentional,
blending exploratory ideas with refined human judgment, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Vitazo Labs: Made for how you actually live."
C14_S06,C14,AdCopy,HumanAI_Collab,MainstreamCanon,AIDisclosed,Codava,Coffee subscription,"Codava is designed for people who see coffee subscription not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is polished, broadly appealing language with
familiar advertising conventions and a reassuring tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Codava: Made for how you actually live."
C15_S01,C15,AdCopy,HumanAI_Collab,SubculturalNiche,NoDisclosure,Vitano,Travel service,"Vitano is designed for people who see travel service not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Vitano: Made for how you actually live."
C15_S02,C15,AdCopy,HumanAI_Collab,SubculturalNiche,NoDisclosure,Civily Collective,DIY furniture,"Civily Collective is designed for people who see diy furniture not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is edgier language with niche cultural
references, an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional,
blending exploratory ideas with refined human judgment, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Civily Collective: Made for how you actually live."
C15_S03,C15,AdCopy,HumanAI_Collab,SubculturalNiche,NoDisclosure,Korasa,Plant-based snack,"Korasa is designed for people who see plant-based snack not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Korasa: Made for how you actually live."
C15_S04,C15,AdCopy,HumanAI_Collab,SubculturalNiche,NoDisclosure,Korari,Electric scooter,"Korari is designed for people who see electric scooter not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Korari: Made for how you actually live."
C15_S05,C15,AdCopy,HumanAI_Collab,SubculturalNiche,NoDisclosure,Solaxo Group,Athleisure apparel,"Solaxo Group is designed for people who see athleisure apparel not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is edgier language with niche cultural
references, an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional,
blending exploratory ideas with refined human judgment, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Solaxo Group: Made for how you actually live."
C15_S06,C15,AdCopy,HumanAI_Collab,SubculturalNiche,NoDisclosure,Aerove Supply,Travel service,"Aerove Supply is designed for people who see travel service not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Aerove Supply: Made for how you actually live."
C16_S01,C16,AdCopy,HumanAI_Collab,SubculturalNiche,AIDisclosed,Lumalo Haus,Sparkling beverage,"Lumalo Haus is designed for people who see sparkling beverage not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is edgier language with niche cultural
references, an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional,
blending exploratory ideas with refined human judgment, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Lumalo Haus: Made for how you actually live."
C16_S02,C16,AdCopy,HumanAI_Collab,SubculturalNiche,AIDisclosed,Mirano,Athleisure apparel,"Mirano is designed for people who see athleisure apparel not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Mirano: Made for how you actually live."
C16_S03,C16,AdCopy,HumanAI_Collab,SubculturalNiche,AIDisclosed,Vitami Collective,Smart home device,"Vitami Collective is designed for people who see smart home device not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is edgier language with niche cultural
references, an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional,
blending exploratory ideas with refined human judgment, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Vitami Collective: Made for how you actually live."
